"111438";"Rules of Attraction";"Simone Elkeles";"Simon & Schuster";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111438.jpg";"0";"Carlos Fuentes isn't happy about leaving Mexico to start the \"new\" life his older brother, Alex, has planned for him. Carlos liked his freedom; living life on the edge - just like Alex did..."
"111439";"Chain Reaction";"Simone Elkeles";"Walker books";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111439.jpg";"0";"Luis Fuentes is a good boy who doesn't live with the angst that his big brothers, Alex and Carlos, have always lived with. Luis is smart, funny, and has big dreams of becoming an astronaut..."
"111440";"Tichý dvojhlas";"Jaroslav Seifert, Ladislav Chudík";"PRO";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111440.jpg";"0";"Herec v netradičnej úlohe spoluautora knihy – korešpondencia Ladislava Chudíka s básnikom Jaroslavom Seifertom, nositeľom Nobelovej ceny za literatúru 1984..."
"111442";"New Matrix - Upper-intermediate - Student's Book";"Kathy Gude";"Oxford University Press";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111442.jpg";"0";"New and improved edition of the challenging secondary course that prepares students for school-leaving exams..."
"111446";"New Matrix - Upper-intermediate - Workbook";"Kathy Gude";"Oxford University Press";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111446.jpg";"0";"New and improved edition of the challenging secondary course that prepares students for school-leaving exams..."
"111447";"New Matrix - Upper-intermediate - Audio Class CDs";"Kathy Gude";"Oxford University Press";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111447.jpg";"0";"New and improved edition of the challenging secondary course that prepares students for school-leaving exams..."
"111448";"Digitální cesta k prosperitě";"Ota Novotný, Jiří Voříšek a kol.";"Professional Publishing";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111448.jpg";"0";"Kniha přináší výsledky analýz digitální konkurenceschopnosti České republiky v současném ekonomickém prostředí..."
"111449";"Disparity ve fyzické dostupnosti bydlení";"Martin Ferko, František Kuda";"Professional Publishing";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111449.jpg";"0";"Kniha mapuje stav a vývoj bytové problematiky v posledních letech na příkladu Moravskoslezského kraje, přináší nový analytický nástroj na zjišťování nerovnoměrností v jednotlivých mikroregionech kraje..."
"111450";"Veľká záchrana králika";"Katie Davies";"Slovart";"2011";"http://www.martinus.sk/data/tovar/_m/111/m111450.jpg";"0";"Joe išiel bývať k tatkovi a svojho milovaného králika nechal doma. Anna a jej kamarátka Suzanne sa oňho začnú starať, ale keď králik ochorie, sú presvedčené, že mu chýba Joe..."
"111453";"Family and Friends 1 - Workbook";"Noami Simmons";"Oxford University Press";"2009";"http://www.martinus.sk/data/tovar/_m/111/m111453.jpg";"0";"An exceptionally strong skills training programme which covers language skills, phonics, and civic education skills..."
"111454";"English World 1: Audio CD";;"MacMillan";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111454.jpg";"0";
"111455";"English World 1: Flashcards";;"MacMillan";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111455.jpg";"0";
"111456";"English World 2: Audio CD";"Liz Hocking, Mary Bowen";"MacMillan";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111456.jpg";"0";
"111457";"English World 2: Flashcards";;"MacMillan";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111457.jpg";"0";
"111458";"English World 3: Audio CD";"Liz Hocking, Mary Bowen";"MacMillan";"0000";"http://www.martinus.sk/data/tovar/_m/111/m111458.jpg";"0";
